image_id_a,image_id_b,hamming,label_a,label_b,dataset_a,dataset_b,split_a,split_b,crosses_class,crosses_official_split,category
MT::exp1_num_34078,MT::exp4_num_34134,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_34078,MT::exp5_num_34157,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_34078,MT::exp6_num_34208,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_138627,MT::exp3_num_138649,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_138627,MT::exp4_num_138670,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_138627,MT::exp5_num_138694,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_16532,MT::exp3_num_16556,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_16532,MT::exp4_num_16575,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_16532,MT::exp5_num_16596,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_138649,MT::exp4_num_138670,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_138649,MT::exp5_num_138694,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_16556,MT::exp4_num_16575,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_16556,MT::exp5_num_16596,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_138670,MT::exp5_num_138694,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_16575,MT::exp5_num_16596,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_34134,MT::exp5_num_34157,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_34134,MT::exp6_num_34208,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_34157,MT::exp6_num_34208,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_139798,MT::exp3_num_139838,8,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_139798,MT::exp4_num_139856,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_139798,MT::exp5_num_139883,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_139798,MT::exp6_num_139916,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_139838,MT::exp4_num_139856,8,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_139838,MT::exp5_num_139883,8,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_139838,MT::exp6_num_139916,10,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_139856,MT::exp5_num_139883,2,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_139856,MT::exp6_num_139916,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_139883,MT::exp6_num_139916,2,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_147928,MT::exp2_num_147954,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_147928,MT::exp3_num_147971,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_147928,MT::exp4_num_147986,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_147954,MT::exp3_num_147971,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_147954,MT::exp4_num_147986,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_147971,MT::exp4_num_147986,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_154549,MT::exp3_num_154595,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_154549,MT::exp4_num_154613,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_154549,MT::exp6_num_154721,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_154595,MT::exp4_num_154613,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_154595,MT::exp6_num_154721,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_154613,MT::exp6_num_154721,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_311334,MT::exp4_num_311355,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_311344,MT::exp4_num_311355,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_166172,MT::exp3_num_166221,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_166172,MT::exp6_num_166278,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_166221,MT::exp6_num_166278,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_174647,MT::exp4_num_174720,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_183137,MT::exp2_num_183171,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_183137,MT::exp3_num_183198,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_183137,MT::exp4_num_183223,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_183137,MT::exp5_num_183254,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_183137,MT::exp6_num_183290,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_192126,MT::exp2_num_192155,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_192126,MT::exp4_num_192192,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_260482,MT::exp6_num_260572,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_77531,MT::exp2_num_77559,10,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_77531,MT::exp3_num_77583,4,Fray,Break,MT,MT,none,none,True,False,CRITICAL
MT::exp2_num_157196,MT::exp3_num_157220,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_157196,MT::exp4_num_157245,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_165392,MT::exp4_num_165425,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_183171,MT::exp3_num_183198,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_183171,MT::exp4_num_183223,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_183171,MT::exp5_num_183254,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_183171,MT::exp6_num_183290,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_192155,MT::exp3_num_192174,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_192155,MT::exp4_num_192192,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_29493,MT::exp5_num_29537,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_29493,MT::exp6_num_29564,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_309668,MT::exp4_num_309692,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_77559,MT::exp3_num_77583,6,Fray,Break,MT,MT,none,none,True,False,CRITICAL
MT::exp2_num_77559,MT::exp4_num_77613,6,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_77559,MT::exp5_num_77692,4,Fray,Fray,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_77559,MT::exp6_num_77744,10,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_105826,MT::exp5_num_105879,2,Break,Break,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_155360,MT::exp5_num_155415,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_183198,MT::exp4_num_183223,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_183198,MT::exp5_num_183254,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_183198,MT::exp6_num_183290,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_192174,MT::exp4_num_192192,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_260521,MT::exp6_num_260572,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_77583,MT::exp4_num_77613,10,Break,Fray,MT,MT,none,none,True,False,CRITICAL
MT::exp3_num_77583,MT::exp5_num_77692,8,Break,Fray,MT,MT,none,none,True,False,CRITICAL
MT::exp4_num_183223,MT::exp5_num_183254,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_183223,MT::exp6_num_183290,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_77613,MT::exp5_num_77692,2,Fray,Fray,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_77613,MT::exp6_num_77744,6,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_183254,MT::exp6_num_183290,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_29537,MT::exp6_num_29564,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_51139,MT::exp6_num_51154,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_77692,MT::exp6_num_77744,6,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_180298,MT::exp2_num_180326,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_180298,MT::exp4_num_180371,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_180326,MT::exp4_num_180371,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_180836,MT::exp2_num_180865,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_180836,MT::exp4_num_180903,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_180865,MT::exp4_num_180903,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_183798,MT::exp2_num_183825,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_187505,MT::exp6_num_187701,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_270753,MT::exp2_num_270781,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_270753,MT::exp3_num_270803,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_270753,MT::exp4_num_270824,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_270753,MT::exp5_num_270847,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_270753,MT::exp6_num_270880,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_270781,MT::exp3_num_270803,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_270781,MT::exp4_num_270824,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_270781,MT::exp5_num_270847,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_270781,MT::exp6_num_270880,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_270803,MT::exp4_num_270824,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_270803,MT::exp5_num_270847,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_270803,MT::exp6_num_270880,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_270824,MT::exp5_num_270847,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_270824,MT::exp6_num_270880,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_270847,MT::exp6_num_270880,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_194173,MT::exp2_num_194202,2,Break,Break,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_194173,MT::exp4_num_194236,4,Break,Break,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_260927,MT::exp2_num_260949,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_260927,MT::exp4_num_260976,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_260927,MT::exp5_num_260989,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_194202,MT::exp4_num_194236,2,Break,Break,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_260949,MT::exp3_num_260963,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_260949,MT::exp4_num_260976,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_260949,MT::exp5_num_260989,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_260949,MT::exp6_num_261003,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_260963,MT::exp5_num_260989,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_260963,MT::exp6_num_261003,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_260976,MT::exp5_num_260989,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_260989,MT::exp6_num_261003,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_195647,MT::exp5_num_195717,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_19695,MT::exp2_num_19728,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_19695,MT::exp4_num_19770,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_24793,MT::exp3_num_24829,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_24793,MT::exp3_num_65031,10,Uneven,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_24793,MT::exp4_num_24843,2,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_24793,MT::exp5_num_24876,8,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_19728,MT::exp4_num_19770,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_75106,MT::exp6_num_75343,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_24829,MT::exp4_num_24843,2,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_24829,MT::exp5_num_24876,8,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_24843,MT::exp5_num_24876,8,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_20362,MT::exp4_num_20426,10,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_2038,MT::exp2_num_2060,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_2038,MT::exp3_num_2074,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_2038,MT::exp4_num_2086,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_2038,MT::exp5_num_2089,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_2038,MT::exp6_num_2121,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_265077,MT::exp4_num_265131,4,Blowhole,Blowhole,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_265077,MT::exp5_num_265149,2,Blowhole,Blowhole,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_2060,MT::exp3_num_2074,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_2060,MT::exp4_num_2086,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_2060,MT::exp5_num_2089,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_2060,MT::exp6_num_2121,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_2074,MT::exp4_num_2086,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_2074,MT::exp5_num_2089,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_2074,MT::exp6_num_2121,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_2086,MT::exp5_num_2089,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_2086,MT::exp6_num_2121,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_265131,MT::exp5_num_265149,2,Blowhole,Blowhole,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_2089,MT::exp6_num_2121,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_241352,MT::exp2_num_241368,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_241352,MT::exp3_num_241380,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_241352,MT::exp5_num_241403,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_241352,MT::exp6_num_241417,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_261937,MT::exp1_num_319420,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_261937,MT::exp2_num_261961,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_261937,MT::exp2_num_319440,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_261937,MT::exp3_num_261977,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_261937,MT::exp4_num_319469,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_266790,MT::exp4_num_266844,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_266790,MT::exp5_num_266861,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304836,MT::exp2_num_304861,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_304836,MT::exp3_num_304882,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304836,MT::exp4_num_304904,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_304836,MT::exp5_num_304927,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_304836,MT::exp6_num_304958,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_319420,MT::exp2_num_319440,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_319420,MT::exp4_num_319469,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_323319,MT::exp2_num_323339,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_323319,MT::exp4_num_323366,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_323319,MT::exp6_num_323405,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_241368,MT::exp3_num_241380,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_261961,MT::exp3_num_261977,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_304861,MT::exp3_num_304882,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_304861,MT::exp4_num_304904,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_304861,MT::exp4_num_319469,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_304861,MT::exp5_num_304927,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_304861,MT::exp6_num_304958,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_319440,MT::exp3_num_261977,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_319440,MT::exp4_num_319469,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_323339,MT::exp6_num_323405,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_241380,MT::exp5_num_241403,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_241380,MT::exp6_num_241417,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_261977,MT::exp4_num_319469,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_304882,MT::exp4_num_304904,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_304882,MT::exp5_num_304927,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_304882,MT::exp6_num_304958,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_323352,MT::exp4_num_323366,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_266844,MT::exp5_num_266861,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_304904,MT::exp5_num_304927,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_304904,MT::exp6_num_304958,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_241403,MT::exp6_num_241417,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_304927,MT::exp6_num_304958,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_319729,MT::exp5_num_319758,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_245763,MT::exp5_num_245817,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_245780,MT::exp5_num_245817,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_246296,MT::exp2_num_246323,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_246296,MT::exp3_num_246338,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_246296,MT::exp4_num_246354,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_246296,MT::exp5_num_246375,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_246296,MT::exp6_num_246442,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_246323,MT::exp3_num_246338,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_246323,MT::exp4_num_246354,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_246323,MT::exp5_num_246375,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_246323,MT::exp6_num_246442,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_246338,MT::exp4_num_246354,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_246338,MT::exp5_num_246375,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_246338,MT::exp6_num_246442,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_246354,MT::exp5_num_246375,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_246354,MT::exp6_num_246442,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_246375,MT::exp6_num_246442,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_249594,MT::exp2_num_249619,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_249594,MT::exp6_num_249821,6,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_50387,MT::exp5_num_50443,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_50387,MT::exp6_num_50468,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_249619,MT::exp6_num_249821,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_50443,MT::exp6_num_50468,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_251427,MT::exp6_num_251550,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_255641,MT::exp2_num_255674,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_255641,MT::exp3_num_255696,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_255641,MT::exp4_num_255718,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_255641,MT::exp5_num_255775,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_255674,MT::exp3_num_255696,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_255674,MT::exp4_num_255718,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_255674,MT::exp5_num_255775,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_277012,MT::exp3_num_277027,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_277012,MT::exp6_num_277095,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_277027,MT::exp6_num_277095,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_255718,MT::exp5_num_255775,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_256261,MT::exp1_num_279090,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_256261,MT::exp1_num_358933,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_256261,MT::exp2_num_256286,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_256261,MT::exp2_num_279109,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_256261,MT::exp3_num_279122,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_279090,MT::exp2_num_256286,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_279090,MT::exp2_num_279109,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_279090,MT::exp3_num_279122,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_279090,MT::exp4_num_279133,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_331149,MT::exp4_num_326953,6,Fray,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_331149,MT::exp5_num_326973,6,Fray,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_331149,MT::exp6_num_279178,8,Fray,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_358933,MT::exp2_num_256286,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_358933,MT::exp2_num_317911,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_358933,MT::exp2_num_358960,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_358933,MT::exp3_num_358972,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_358933,MT::exp4_num_326953,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_358933,MT::exp4_num_358985,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_358933,MT::exp5_num_358999,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_358933,MT::exp6_num_359029,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_256286,MT::exp2_num_279109,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_256286,MT::exp2_num_358960,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_256286,MT::exp4_num_358985,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_262233,MT::exp5_num_262271,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_262233,MT::exp6_num_262294,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_279109,MT::exp3_num_279122,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_279109,MT::exp4_num_279133,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
